System,Title,Status,result,iStatus,Detail,Open Date,Closed Date,Status
10.23.67.85,MBSS-OS-Red Hat Linux  43 - 1.6.1.4 Ensure SETroubleshoot is not installed,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 50 Ensure interactive boot is not enabled,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  12 - 1.1.5 Ensure noexec option set on /tmp partition,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 86 - 4.1.2 Ensure auditd service is enabled,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  11 - 1.1.4 Ensure nosuid option set on /tmp partition,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 87 - 4.1.3 Ensure auditing for processes that start prior to auditd is enabled,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  10 - 1.1.3 Ensure nodev option set on /tmp partition,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  32 - 1.1.1.7 Ensure mounting of udf filesystems is disabled,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  18 - 1.1.14 Ensure nodev option set on /home partition,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  17 - 1.1.13 Ensure separate partition exists for /home,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  16 - 1.1.12 Ensure separate partition exists for /var/log/audit,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  15 - 1.1.11 Ensure separate partition exists for /var/log,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 14 Bind Mount the /var/tmp directory to /tmp,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  13 - 1.1.6 Ensure separate partition exists for /var,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux 45 - 1.6.1.6 Ensure no unconfined daemons exist,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  31 - 1.1.1.6 Ensure mounting of squashfs filesystems is disabled,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  30 - 1.1.1.5 Ensure mounting of hfsplus filesystems is disabled,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  29 - 1.1.1.4 Ensure mounting of hfs filesystems is disabled,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  09 - 1.1.2 Ensure separate partition exists for /tmp,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  28 - 1.1.1.3 Ensure mounting of jffs2 filesystems is disabled,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  27 - 1.1.1.2 Ensure mounting of freevxfs filesystems is disabled,FAILED,"ÿþ""",3,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,MBSS-OS-Red Hat Linux  26 - 1.1.1.1 Ensure mounting of cramfs filesystems is disabled - modprobe,WARNING,"ÿþ""",2,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,"ÿþ""",0,"ÿþ""",2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
10.23.67.85,CIS_Red_Hat_EL7_Server_L1_v2.2.0.audit from CIS Red Hat Enterprise Linux 7 Benchmark v2.2.0,PASSED,ÿþN,0,ÿþN,2018-07-27T09:27:47.651Z,,open
